wals_code,latitude,longitude,x1a,x2a,x3a,x4a,x5a,x6a,x7a,x8a,x9a,x10a,x11a,x12a,x13a,x14a,x15a,x16a,x17a,x18a,x19a,x20a,x21a,x22a,x23a,x24a,x25a,x26a,x27a,x28a,x29a,x30a,x31a,x32a,x33a,x34a,x35a,x36a,x37a,x38a,x39a,x40a,x41a,x42a,x43a,x44a,x45a,x46a,x47a,x48a,x49a,x50a,x51a,x52a,x53a,x54a,x55a,x56a,x57a,x58a,x59a,x60a,x61a,x62a,x63a,x64a,x65a,x66a,x67a,x68a,x69a,x70a,x71a,x72a,x73a,x74a,x75a,x76a,x77a,x78a,x79a,x80a,x81a,x82a,x83a,x84a,x85a,x86a,x87a,x88a,x89a,x90a,x91a,x92a,x93a,x94a,x95a,x96a,x97a,x98a,x99a,x100a,x101a,x102a,x103a,x104a,x105a,x106a,x107a,x108a,x109a,x110a,x111a,x112a,x113a,x114a,x115a,x116a,x117a,x118a,x119a,x120a,x121a,x122a,x123a,x124a,x125a,x126a,x127a,x128a,x129a,x130a,x131a,x132a,x133a,x134a,x135a,x136a,x137a,x138a,x139a,x140a,x141a,x142a,x143a,x144a,iso,language,wiki_code
brm,21,96,Moderately large,Large (7-14),Average,In both plosives and fricatives,None missing in /p t k b d g/,None,No glottalized consonants,"/l/, no obstruent laterals",Initial velar nasal,Contrast absent,None,Moderately complex,Complex tone system,NA,NA,NA,NA,All present,'Th' sounds,Exclusively concatenative,Monoexponential case,2-3 categories per word,Dependent marking,Dependent marking,Dependent-marking,Strongly suffixing,Full reduplication only,No case marking,No subject person/number marking,None,No gender,No gender,Plural word,NA,Number-indifferent pronouns,Associative same as additive plural,No definite or indefinite article,No definite or indefinite article,'We' the same as 'I',No person marking,Two-way contrast,NA,Unrelated,3rd person singular only,Pronouns avoided for politeness,NA,Identical,No person marking,8-9 cases,Symmetrical,Case suffixes,NA,Various,Marked by suffix,Obligatory,"Formally similar, with interrogative",NA,Absent,No possessive classification,Genitives and relative clauses collapsed,Without marking,Other,'And' identical to 'with',NA,No grammatical marking,No past tense,No inflectional future,"From 'finish', 'already'",Tense-aspect suffixes,No second-person imperatives,Normal imperative + special negative,Neither type of system,Inflectional optative absent,Other kinds of markers,Other,Overlap for either possibility or necessity,No grammatical evidentials,No grammatical evidentials,None,None,SOV,SV,OV,No dominant order,Postpositions,Genitive-Noun,Noun-Adjective,Demonstrative-Noun,Noun-Numeral,Relative clause-Noun,Degree word-Adjective,No question particle,Not initial interrogative phrase,Subordinating suffix,OV and Postpositions,OV and RelN,OV and NAdj,Nominative - accusative (standard),Nominative - accusative (standard),Neutral,Optional pronouns in subject position,No person marking,No person marking,A and P do not or do not both occur on the verb,Double-object construction,No reciprocals,Absent,No antipassive,No applicative construction,Purposive but no sequential,Both,Double negation,Asymmetric,A/Cat,Predicate negation also present,Interrogative verb morphology,Locational,Verbal encoding,Different,Possible,Locational,Gap,Gap,Subject is left implicit,NA,NA,NA,NA,NA,NA,Decimal,NA,NA,NA,NA,No M-T pronouns,No N-M pronouns,Others,NA,NA,NA,NA,ObligDoubleNeg,ObligDoubleNeg,mya,Burmese,my
bsk,53,58,Moderately large,Large (7-14),Average,In both plosives and fricatives,None missing in /p t k b d g/,Uvular stops and continuants,No glottalized consonants,"/l/, no obstruent laterals",No initial velar nasal,NA,High and mid,Complex,No tones,Ultimate,Fixed stress (no weight-sensitivity),No weight,No rhythmic stress,All present,'Th' sounds,NA,NA,NA,NA,NA,NA,Strongly suffixing,NA,NA,NA,NA,NA,NA,Plural suffix,NA,NA,Associative same as additive plural,No definite or indefinite article,No definite or indefinite article,NA,NA,NA,NA,NA,NA,NA,Interrogative-based,NA,NA,NA,NA,Case suffixes,NA,"One-th, two-th, three-th",Marked by suffix,NA,"Formally similar, without interrogative",Possessive suffixes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tense-aspect suffixes,Second singular and second plural,Normal imperative + normal negative,Maximal system,Inflectional optative absent,NA,NA,NA,NA,NA,NA,NA,NA,SV,OV,NA,Postpositions,Genitive-Noun,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Relative clause-Noun,Degree word-Adjective,NA,NA,Initial subordinator word,OV and Postpositions,OV and RelN,OV and AdjN,NA,NA,NA,Subject affixes on verb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative affix,NA,NA,NA,Question particle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Words derived from Sinitic cha,NA,NA,NA,NA,[V-Neg],MorphNeg,bak,Bashkir,ba
bsq,43,-3,Average,Average (5-6),Moderately high,In plosives alone,None missing in /p t k b d g/,None,No glottalized consonants,"/l/, no obstruent laterals",No velar nasal,Contrast absent,None,Complex,No tones,NA,NA,NA,NA,All present,None,Exclusively concatenative,Monoexponential case,4-5 categories per word,Double marking,Dependent marking,Inconsistent or other,Equal prefixing and suffixing,Productive full and partial reduplication,Core cases only,Not syncretic,None,No gender,No gender,Plural clitic,"All nouns, always obligatory",Person-number stem,Unique periphrastic associative plural,Definite word distinct from demonstrative,Indefinite word same as 'one',No inclusive/exclusive,No inclusive/exclusive,Three-way contrast,Identical,Related for all demonstratives,No gender distinctions,Binary politeness distinction,Interrogative-based,Differentiated,No person marking,10 or more cases,Syncretism in relevant NP-types,Postpositional clitics,Differentiation,"First, two-th, three-th",Marked by suffix,Absent,Formally different,No possessive affixes,Absent,No possessive classification,Highly differentiated,Without marking,Sentential,'And' different from 'with',Identity,Grammatical marking,"Present, no remoteness distinctions",Inflectional future exists,Other perfect,Mixed type,Second singular and second plural,Normal imperative + normal negative,Neither type of system,Inflectional optative absent,Affixes on verbs,Affixes on verbs,Overlap for both possibility and necessity,Indirect only,Separate particle,Tense,None,SOV,SV,OV,XOV,Postpositions,Genitive-Noun,Noun-Adjective,Noun-Demonstrative,Numeral-Noun,Relative clause-Noun,Degree word-Adjective,Other position,Not initial interrogative phrase,Final subordinator word,OV and Postpositions,OV and RelN,OV and NAdj,Active-inactive,Active - inactive,Ergative,Subject affixes on verb,Both the A and P arguments,No zero realization,P precedes A,Indirect-object construction,Distinct from reflexive,Present,Oblique patient,No applicative construction,Purposive but no sequential,Morphological but no compound,Negative particle,Asymmetric,A/Cat,Predicate negation also present,Question particle,'Have',Nonverbal encoding,Different,Impossible,Particle,Gap,Not possible,NA,Deranked,Balanced/deranked,Balanced/deranked,Balanced,Different,Different,Hybrid vigesimal-decimal,NA,NA,NA,NA,No M-T pronouns,No N-M pronouns,Words derived from Sinitic cha,NA,NA,NA,NA,NegV,SONegV,eus,Basque,eu
bul,42.5,25,Average,Average (5-6),Average,In both plosives and fricatives,None missing in /p t k b d g/,None,No glottalized consonants,"/l/, no obstruent laterals",NA,NA,None,Complex,No tones,NA,NA,NA,NA,All present,None,NA,NA,NA,NA,NA,NA,Strongly suffixing,NA,NA,NA,NA,NA,NA,Plural suffix,NA,NA,Unique affixal associative plural,Definite word distinct from demonstrative,NA,NA,NA,NA,NA,NA,NA,NA,Interrogative-based,Differentiated,NA,No morphological case-marking,Additive-quantitatively asymmetrical,No case affixes or adpositional clitics,NA,"First, second, three-th",Marked by preceding word,Absent,NA,No possessive affixes,NA,NA,NA,NA,Ergative-Possessive,'And' different from 'with',NA,Grammatical marking,"Present, no remoteness distinctions",No inflectional future,Other perfect,Tense-aspect suffixes,Second singular and second plural,Special imperative + special negative,Maximal system,Inflectional optative absent,NA,NA,NA,Direct and indirect,Part of the tense system,Tense,None,SVO,No dominant order,VO,VOX,Prepositions,No dominant order,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Relative clause,Degree word-Adjective,Second position,Initial interrogative phrase,Initial subordinator word,VO and Prepositions,VO and NRel,VO and AdjN,NA,NA,NA,Subject affixes on verb,NA,NA,NA,NA,Mixed,NA,NA,NA,NA,NA,Negative particle,NA,NA,Predicate negation also present,Question particle,NA,Nonverbal encoding,Identical,Impossible,NA,Relative pronoun,Relative pronoun,Subject is expressed overtly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Words derived from Sinitic cha,NA,NA,NA,Logical meanings,NegV,SNegVO,bul,Bulgarian,bg
chv,55.5,47.5,Average,Large (7-14),Moderately low,In both plosives and fricatives,None missing in /p t k b d g/,None,No glottalized consonants,"/l/, no obstruent laterals",No velar nasal,NA,High and mid,Complex,No tones,No fixed stress,Unbounded: Stress can be anywhere,Prominence,No rhythmic stress,All present,None,NA,NA,NA,NA,NA,NA,Strongly suffixing,NA,NA,NA,None,No gender,No gender,Plural suffix,"All nouns, optional in inanimates",Person stem + pronominal plural affix,Associative same as additive plural,No definite or indefinite article,No definite or indefinite article,NA,NA,NA,NA,Related to non-remote demonstratives,NA,NA,Interrogative-based,NA,NA,6-7 cases,Symmetrical,Case suffixes,NA,"One-th, two-th, three-th",Marked by suffix,Absent,NA,Possessive suffixes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tense-aspect suffixes,Second singular and second plural,Normal imperative + special negative,Neither type of system,Inflectional optative absent,Affixes on verbs,Affixes on verbs,NA,NA,NA,NA,NA,SOV,SV,OV,OXV,Postpositions,Genitive-Noun,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Relative clause-Noun,Degree word-Adjective,No question particle,Not initial interrogative phrase,Final subordinator word,OV and Postpositions,OV and RelN,OV and AdjN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morphological but no compound,Negative affix,NA,NA,NA,Interrogative verb morphology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decimal,NA,NA,NA,NA,"M-T pronouns, paradigmatic",No N-M pronouns,Words derived from Sinitic cha,NA,NA,NA,NA,[V-Neg],MorphNeg,chv,Chuvash,cv
ctl,41.75,2,Average,Large (7-14),Average,In both plosives and fricatives,None missing in /p t k b d g/,None,No glottalized consonants,"/l/, no obstruent laterals",NA,NA,None,Moderately complex,No tones,No fixed stress,Right-edge: Ultimate or penultimate,Lexical stress,No rhythmic stress,All present,None,NA,NA,NA,NA,NA,NA,NA,No productive reduplication,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indefinite word same as 'one',NA,NA,NA,NA,NA,NA,NA,NA,Differentiated,NA,No morphological case-marking,Additive-quantitatively asymmetrical,NA,Identity,"First, second, three-th",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Second singular,Special imperative + normal negative,Neither type of system,NA,Verbal constructions,Verbal constructions,Overlap for either possibility or necessity,NA,NA,NA,NA,SVO,No dominant order,VO,NA,Prepositions,Noun-Genitive,Noun-Adjective,Demonstrative-Noun,Numeral-Noun,Noun-Relative clause,NA,No question particle,NA,NA,VO and Prepositions,VO and NRel,VO and NAdj,NA,NA,NA,Subject affixes on verb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative particle,NA,NA,Predicate negation also present,Interrogative intonation only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Different,Different,NA,NA,NA,NA,NA,NA,NA,Words derived from Min Nan Chinese te,NA,NA,NA,NA,OptDoubleNeg,OptDoubleNeg,cat,Catalan,ca
cze,50,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Initial,Fixed stress (no weight-sensitivity),No weight,Trochaic,NA,NA,NA,NA,NA,NA,NA,NA,Weakly suffixing,NA,NA,NA,NA,NA,NA,Plural suffix,NA,NA,NA,No definite or indefinite article,No definite or indefinite article,NA,NA,Two-way contrast,Identical,NA,NA,NA,NA,NA,NA,NA,NA,Case suffixes,NA,"First, second, three-th",Marked by preceding word,NA,NA,No possessive affixes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed type,Second singular and second plural,Normal imperative + normal negative,Neither type of system,NA,NA,NA,NA,NA,NA,Tense and aspect,None,SVO,SV,VO,NA,Prepositions,No dominant order,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Relative clause,NA,No question particle,Not initial interrogative phrase,Initial subordinator word,VO and Prepositions,VO and NRel,VO and AdjN,NA,NA,NA,Subject affixes on verb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative affix,NA,NA,NA,Interrogative word order,'Have',Nonverbal encoding,Identical,Possible,NA,NA,NA,NA,NA,NA,NA,NA,Identical,Different,NA,NA,NA,NA,NA,NA,NA,Words derived from Sinitic cha,NA,NA,NA,Affective meanings,[Neg-V],MorphNeg,ces,Czech,cs
dbr,50.75,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No distributive numerals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nld,Dutch,nl
dhi,4.16666666667,73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"All nouns, optional in inanimates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Differentiation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genitive-Noun,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Relative clause-Noun,NA,Final,NA,NA,NA,NA,NA,NA,NA,NA,Subject affixes on verb,NA,NA,NA,Indirect-object construction,NA,NA,NA,NA,NA,NA,Negative affix,NA,NA,NA,Question particle,NA,NA,NA,NA,NA,NA,NA,Subject is left implicit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Words derived from Sinitic cha,NA,NA,NA,NA,[Neg-V],NA,div,Divehi,dv
dli,51,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No distributive numerals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nld,Dutch,nl
dsh,56,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No fixed stress,Combined: Right-edge and unbounded,Long vowel or coda consonant,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly suffixing,NA,NA,NA,NA,NA,NA,Plural suffix,NA,NA,NA,Definite affix,Indefinite word distinct from 'one',NA,NA,NA,NA,NA,NA,Binary politeness distinction,NA,Identical,NA,NA,NA,Case suffixes,Identity,"First, second, three-th",NA,NA,NA,No possessive affixes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tense-aspect suffixes,Second person number-neutral,Normal imperative + normal negative,Neither type of system,Inflectional optative absent,Verbal constructions,Verbal constructions,Overlap for both possibility and necessity,NA,NA,NA,NA,SVO,SV,VO,VOX,Prepositions,Genitive-Noun,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Relative clause,Degree word-Adjective,No question particle,Initial interrogative phrase,Initial subordinator word,VO and Prepositions,VO and NRel,VO and AdjN,NA,NA,NA,Obligatory pronouns in subject position,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative particle,NA,NA,NA,Interrogative word order,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Different,Different,Hybrid vigesimal-decimal,NA,NA,NA,NA,NA,NA,Words derived from Min Nan Chinese te,NA,NA,NA,Affective meanings,Type 1 / Type 2,More than one position,dan,Danish,da
dut,52.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No fixed stress,Right-oriented: One of the last three,Coda consonant,Trochaic,NA,NA,NA,NA,NA,NA,NA,NA,Strongly suffixing,NA,NA,NA,NA,NA,NA,Plural suffix,"All nouns, always obligatory",NA,No associative plural,Definite word distinct from demonstrative,Indefinite word distinct from 'one',NA,NA,NA,NA,NA,3rd person singular only,Binary politeness distinction,Special,Identical,No person marking,No morphological case-marking,Additive-quantitatively asymmetrical,No case affixes or adpositional clitics,NA,"First, two-th, three-th",No distributive numerals,NA,"Formally similar, without interrogative",No possessive affixes,NA,NA,NA,NA,Ergative-Possessive,'And' different from 'with',NA,NA,NA,NA,NA,Tense-aspect suffixes,Second person number-neutral,Normal imperative + normal negative,Neither type of system,NA,Verbal constructions,Verbal constructions,Overlap for both possibility and necessity,Indirect only,Modal morpheme,Tense,None,No dominant order,SV,No dominant order,No dominant order,Prepositions,Noun-Genitive,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Relative clause,NA,No question particle,NA,Initial subordinator word,Other,Other,Other,NA,NA,Accusative,Obligatory pronouns in subject position,Only the A argument,No zero realization,A and P do not or do not both occur on the verb,NA,NA,Present,NA,NA,NA,NA,Negative particle,NA,NA,No predicate negation,Interrogative word order,'Have',Nonverbal encoding,Identical,Impossible,Particle,NA,NA,NA,NA,NA,NA,NA,Different,Different,NA,NA,NA,NA,NA,NA,NA,Words derived from Min Nan Chinese te,NA,NA,NA,Affective meanings,Type 1 / Type 2,More than one position,nld,Dutch,nl
duz,51.5,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No distributive numerals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,zea,Zeelandic,zea
far,62,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Initial,Fixed stress (no weight-sensitivity),No weight,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First, second, three-th",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Second singular and second plural,Normal imperative + normal negative,Neither type of system,NA,Verbal constructions,Verbal constructions,Overlap for both possibility and necessity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fao,Faroese,fo
fin,62,25,Moderately small,Large (7-14),Moderately low,In both plosives and fricatives,None missing in /p t k b d g/,None,No glottalized consonants,"/l/, no obstruent laterals",No initial velar nasal,Contrast absent,High and mid,Moderately complex,No tones,Initial,Fixed stress (no weight-sensitivity),No weight,Trochaic,All present,None,Exclusively concatenative,Case + number,2-3 categories per word,Dependent marking,Double marking,Inconsistent or other,Strongly suffixing,No productive reduplication,Core and non-core,Not syncretic,None,No gender,No gender,Plural suffix,"All nouns, always obligatory",Person-number stem,No associative plural,No definite or indefinite article,No definite or indefinite article,No inclusive/exclusive,No inclusive/exclusive,Two-way contrast,Identical,Unrelated,No gender distinctions,Binary politeness distinction,Special,Identical,Pronouns only,10 or more cases,Additive-quantitatively asymmetrical,Case suffixes,Differentiation,"First, second, three-th",No distributive numerals,Absent,"Formally similar, with interrogative",Possessive suffixes,Absent,No possessive classification,Highly differentiated,Without marking,Double-Possessive,'And' different from 'with',Identity,No grammatical marking,"Present, no remoteness distinctions",No inflectional future,Other perfect,Tense-aspect suffixes,Second singular and second plural,Normal imperative + special negative,Maximal system,Inflectional optative absent,Verbal constructions,Verbal constructions,Overlap for both possibility and necessity,Indirect only,Modal morpheme,None,None,SVO,SV,VO,VOX,Postpositions,Genitive-Noun,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Relative clause,Degree word-Adjective,Second position,Initial interrogative phrase,Initial subordinator word,VO and Postpositions,VO and NRel,VO and AdjN,Nominative - accusative (standard),Nominative - accusative (standard),Accusative,Mixed,Only the A argument,Zero in all 3sg forms,A and P do not or do not both occur on the verb,Indirect-object construction,Distinct from reflexive,Present,No antipassive,No applicative construction,Purposive but no sequential,Morphological but no compound,Negative auxiliary verb,Asymmetric,A/Fin,Predicate negation also present,Question particle,Locational,Nonverbal encoding,Identical,Impossible,Particle,Relative pronoun,Relative pronoun,Subject is left implicit,Balanced/deranked,Balanced/deranked,Balanced/deranked,Balanced/deranked,Different,Different,Decimal,NA,NA,NA,NA,"M-T pronouns, paradigmatic",No N-M pronouns,Words derived from Min Nan Chinese te,NA,NA,NA,Affective meanings,NegV,SNegVO,fin,Finnish,fi
gag,46.3333333333,28.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,No velar nasal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Associative same as additive plural,NA,NA,NA,NA,NA,NA,NA,NA,NA,Interrogative-based,NA,NA,NA,NA,NA,NA,NA,Marked by suffix,NA,NA,NA,NA,NA,NA,NA,No action nominals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Direct and indirect,Part of the tense system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gag,Gagauz,gag
gau,47,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No distributive numerals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bar,Bavarian,bar
gba,49,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No distributive numerals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bar,Bavarian,bar
gbe,47,7.41666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marked by preceding word,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gsw,Alemannic,als
gcy,34.75,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Logical meanings,NA,NA,ell,Greek,el
